日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-08-20,000858,121.84,123.2,123.92,120.77,404310,5083056590.98,2.59,1.12,1.37,1.04
2025-08-21,000858,123.22,122.87,123.55,122.28,231895,2908492490.98,1.03,-0.27,-0.33,0.6
2025-08-22,000858,122.87,123.21,123.24,122.37,204850,2567683361.09,0.71,0.28,0.34,0.53
2025-08-25,000858,123.6,127.35,127.51,123.6,479800,6165955080.5,3.17,3.36,4.14,1.24
2025-08-26,000858,127.35,127.16,129.27,126.07,349794,4552425052.89,2.51,-0.15,-0.19,0.9
2025-08-27,000858,126.92,124.04,126.92,124.02,346847,4441325743.63,2.28,-2.45,-3.12,0.89
2025-08-28,000858,124.03,122.89,124.62,121.42,345835,4340085829.48,2.58,-0.93,-1.15,0.89
2025-08-29,000858,123.6,126.95,127.22,123.54,435251,5610236643.19,2.99,3.3,4.06,1.12
2025-09-01,000858,127.42,126.29,127.52,124.94,316942,4074402940.83,2.03,-0.52,-0.66,0.82
2025-09-02,000858,125.83,125.98,128.54,125.53,349162,4522779364.71,2.38,-0.25,-0.31,0.9
2025-09-03,000858,126.42,124.04,128.92,123.81,302863,3883434402.01,4.06,-1.54,-1.94,0.78
2025-09-04,000858,123.72,122.93,123.92,122.15,261873,3286629624.84,1.43,-0.89,-1.11,0.67
2025-09-05,000858,122.82,124.23,124.44,122.22,201734,2537085184.54,1.81,1.06,1.3,0.52
2025-09-08,000858,124.12,126.51,126.57,123.68,305364,3923785754.0,2.33,1.84,2.28,0.79
2025-09-09,000858,126.5,126.22,126.8,125.0,184406,2368186108.24,1.42,-0.23,-0.29,0.48
2025-09-10,000858,126.22,125.48,126.9,125.08,199645,2565580225.42,1.44,-0.59,-0.74,0.51
2025-09-11,000858,124.84,125.94,125.96,124.22,229973,2932816233.12,1.39,0.37,0.46,0.59
2025-09-12,000858,125.92,124.61,127.09,124.54,262704,3359522973.5,2.02,-1.06,-1.33,0.68
2025-09-15,000858,124.02,124.07,124.52,123.47,166569,2109473460.31,0.84,-0.43,-0.54,0.43
2025-09-16,000858,124.07,123.22,124.27,122.82,191087,2405374663.48,1.17,-0.69,-0.85,0.49
2025-09-17,000858,123.23,123.38,123.75,122.24,181336,2276167359.8,1.23,0.13,0.16,0.47
2025-09-18,000858,123.37,121.36,123.38,120.95,275478,3434002462.59,1.97,-1.64,-2.02,0.71
2025-09-19,000858,121.35,121.5,122.02,120.22,196688,2431126955.62,1.48,0.12,0.14,0.51
2025-09-22,000858,121.02,119.92,121.12,119.6,196433,2412049778.93,1.25,-1.3,-1.58,0.51
2025-09-23,000858,119.43,119.61,120.68,118.98,172079,2101237748.88,1.42,-0.26,-0.31,0.44
2025-09-24,000858,119.61,119.79,120.27,119.22,130564,1597546878.68,0.88,0.15,0.18,0.34
2025-09-25,000858,119.82,118.94,120.08,118.93,194555,2371492766.58,0.96,-0.71,-0.85,0.5
2025-09-26,000858,118.94,117.59,119.09,117.44,261925,3154953964.4,1.39,-1.14,-1.35,0.67
2025-09-29,000858,117.68,119.34,119.99,117.21,256358,3105049103.74,2.36,1.49,1.75,0.66
2025-09-30,000858,118.86,118.9,119.25,118.29,154571,1875945187.3,0.8,-0.37,-0.44,0.4
2025-10-09,000858,118.86,118.58,118.86,117.31,203757,2455273213.22,1.3,-0.27,-0.32,0.52
2025-10-10,000858,118.56,118.15,119.54,118.07,175360,2126979085.42,1.24,-0.36,-0.43,0.45
2025-10-13,000858,117.07,117.27,117.82,116.66,195835,2345294275.78,0.98,-0.74,-0.88,0.5
2025-10-14,000858,117.99,119.49,119.99,117.44,291656,3543893434.16,2.17,1.89,2.22,0.75
2025-10-15,000858,118.76,119.49,120.07,118.48,194596,2371853782.76,1.33,0.0,0.0,0.5
2025-10-16,000858,119.17,120.16,120.17,118.92,198478,2427170002.37,1.05,0.56,0.67,0.51
2025-10-17,000858,119.42,118.49,120.38,118.48,180408,2197211376.19,1.58,-1.39,-1.67,0.46
2025-10-20,000858,118.77,117.88,118.97,117.52,131645,1589202775.08,1.22,-0.51,-0.61,0.34
2025-10-21,000858,118.2,117.94,118.92,117.77,147294,1780274210.51,0.98,0.05,0.06,0.38
2025-10-22,000858,117.42,117.52,118.19,117.32,127827,1536553799.65,0.74,-0.36,-0.42,0.33
2025-10-23,000858,117.42,118.75,118.87,117.38,155718,1879432996.48,1.27,1.05,1.23,0.4
2025-10-24,000858,118.39,117.71,118.7,117.52,174322,2099912710.83,0.99,-0.88,-1.04,0.45
2025-10-27,000858,117.47,117.71,117.97,117.3,143943,1729967256.59,0.57,0.0,0.0,0.37
2025-10-28,000858,117.71,117.52,118.11,117.43,140195,1686492047.71,0.58,-0.16,-0.19,0.36
2025-10-29,000858,117.28,116.25,117.37,115.63,245083,2910549079.75,1.48,-1.08,-1.27,0.63
2025-10-30,000858,115.43,115.89,116.97,115.42,204330,2423170733.86,1.33,-0.31,-0.36,0.53
2025-10-31,000858,112.82,116.41,117.06,112.82,421077,4986642236.88,3.66,0.45,0.52,1.08
2025-11-03,000858,115.92,116.4,117.02,114.92,223270,2646147017.83,1.8,-0.01,-0.01,0.58
2025-11-04,000858,116.2,114.58,116.41,114.43,172734,2034069113.26,1.7,-1.56,-1.82,0.45
2025-11-05,000858,113.77,113.6,114.42,113.42,164630,1915561293.49,0.87,-0.86,-0.98,0.42
2025-11-06,000858,113.93,113.59,114.72,113.48,154673,1803321901.63,1.09,-0.01,-0.01,0.4
2025-11-07,000858,113.59,114.17,114.41,113.37,145436,1694831993.2,0.92,0.51,0.58,0.37
2025-11-10,000858,114.17,118.22,119.0,113.96,429065,5132402568.96,4.41,3.55,4.05,1.11
2025-11-11,000858,117.67,118.2,118.39,116.62,229268,2754670109.74,1.5,-0.02,-0.02,0.59
2025-11-12,000858,118.21,117.8,119.92,117.77,222544,2700551156.56,1.82,-0.34,-0.4,0.57
2025-11-13,000858,117.42,118.62,118.69,117.05,160023,1928439961.07,1.39,0.7,0.82,0.41
2025-11-14,000858,118.1,117.63,119.41,117.61,139244,1683294872.05,1.52,-0.83,-0.99,0.36
2025-11-17,000858,117.44,117.57,117.95,116.43,117388,1406740311.9,1.29,-0.05,-0.06,0.3
2025-11-18,000858,117.42,117.78,119.17,117.18,147669,1784778981.66,1.69,0.18,0.21,0.38
2025-11-19,000858,117.74,117.31,117.91,117.12,95150,1142098879.05,0.67,-0.4,-0.47,0.25
2025-11-20,000858,117.3,117.67,119.06,117.02,158258,1909518433.06,1.74,0.31,0.36,0.41
2025-11-21,000858,117.53,117.1,118.83,116.83,205072,2468277643.79,1.7,-0.48,-0.57,0.53
2025-11-24,000858,117.17,115.94,117.88,115.92,173011,2066246185.87,1.67,-0.99,-1.16,0.45
2025-11-25,000858,115.94,115.93,116.33,115.25,146609,1735233690.37,0.93,-0.01,-0.01,0.38
2025-11-26,000858,115.94,115.68,116.71,115.42,91698,1085069921.14,1.11,-0.22,-0.25,0.24
2025-11-27,000858,115.72,115.36,115.91,115.12,92157,1087246956.09,0.68,-0.28,-0.32,0.24
2025-11-28,000858,115.32,115.27,115.36,114.77,80296,945107391.43,0.51,-0.08,-0.09,0.21
2025-12-01,000858,115.22,115.07,116.04,114.52,120912,1422932700.05,1.32,-0.17,-0.2,0.31
2025-12-02,000858,115.02,113.99,115.19,113.92,124928,1461213467.33,1.1,-0.94,-1.08,0.32
2025-12-03,000858,114.14,113.02,114.47,112.92,165871,1923087546.31,1.36,-0.85,-0.97,0.43
2025-12-04,000858,113.03,111.87,113.17,111.54,169292,1940544885.11,1.44,-1.02,-1.15,0.44
2025-12-05,000858,111.89,112.38,112.79,111.63,117682,1351054927.14,1.04,0.46,0.51,0.3
2025-12-08,000858,112.27,110.69,112.55,110.52,276979,3157374146.68,1.81,-1.5,-1.69,0.71
2025-12-09,000858,110.42,108.3,110.5,107.92,304310,3390789037.33,2.33,-2.16,-2.39,0.78
2025-12-10,000858,107.92,109.04,109.17,106.93,178696,1984146057.73,2.07,0.68,0.74,0.46
2025-12-11,000858,109.42,109.32,110.15,109.2,157884,1772255901.76,0.87,0.26,0.28,0.41
2025-12-12,000858,109.72,109.02,111.12,109.02,257022,2889348466.87,1.92,-0.27,-0.3,0.66
2025-12-15,000858,109.72,109.87,110.68,109.47,215686,2429077630.45,1.11,0.78,0.85,0.56
2025-12-16,000858,109.42,110.42,110.51,109.08,145068,1631458612.14,1.3,0.5,0.55,0.37
2025-12-17,000858,110.42,110.82,111.17,109.52,153140,1732389485.74,1.49,0.36,0.4,0.39
2025-12-18,000858,110.82,110.43,111.16,110.33,124629,1379153249.95,0.75,-0.35,-0.39,0.32
2025-12-19,000858,110.65,110.53,110.88,110.04,138187,1526045351.12,0.76,0.09,0.1,0.36
2025-12-22,000858,110.51,110.33,110.8,110.12,108465,1197376767.17,0.62,-0.18,-0.2,0.28
2025-12-23,000858,110.13,109.72,110.43,109.33,113540,1248444947.76,1.0,-0.55,-0.61,0.29
2025-12-24,000858,109.5,109.28,109.59,108.78,117905,1286401443.89,0.74,-0.4,-0.44,0.3
2025-12-25,000858,109.28,110.6,110.7,109.2,125708,1385101983.39,1.37,1.21,1.32,0.32
2025-12-26,000858,110.1,109.78,110.49,109.44,114759,1261539559.56,0.95,-0.74,-0.82,0.3
2025-12-29,000858,109.44,108.06,109.6,108.0,195453,2119598415.75,1.46,-1.57,-1.72,0.5
2025-12-30,000858,107.9,107.36,107.99,107.02,158470,1700875913.94,0.9,-0.65,-0.7,0.41
2025-12-31,000858,107.19,105.94,107.25,105.61,208677,2214652657.67,1.53,-1.32,-1.42,0.54
2026-01-05,000858,105.9,107.9,108.19,105.7,222669,2390973424.47,2.35,1.85,1.96,0.57
2026-01-06,000858,107.92,108.17,108.43,106.92,186232,2006335249.82,1.4,0.25,0.27,0.48
2026-01-07,000858,108.18,107.52,108.34,107.4,123092,1326159416.45,0.87,-0.6,-0.65,0.32
2026-01-08,000858,107.38,106.9,107.38,106.66,129121,1379204588.92,0.67,-0.58,-0.62,0.33
2026-01-09,000858,107.05,107.14,108.55,106.88,160750,1727812911.25,1.56,0.22,0.24,0.41
2026-01-12,000858,107.15,108.55,108.85,107.13,233356,2526732763.84,1.61,1.32,1.41,0.6
2026-01-13,000858,108.99,108.0,109.22,107.82,197374,2140822642.57,1.29,-0.51,-0.55,0.51
2026-01-14,000858,107.88,107.04,108.84,106.68,225609,2430589610.24,2.0,-0.89,-0.96,0.58
2026-01-15,000858,106.7,106.09,107.22,106.02,162929,1733698629.33,1.12,-0.89,-0.95,0.42
2026-01-16,000858,106.25,105.16,106.41,105.05,198710,2096582183.89,1.28,-0.88,-0.93,0.51
2026-01-19,000858,104.99,104.55,105.38,104.34,182299,1908481790.79,0.99,-0.58,-0.61,0.47
2026-01-20,000858,104.5,104.91,105.47,104.3,172817,1813980704.79,1.12,0.34,0.36,0.45
2026-01-21,000858,104.62,103.05,104.7,103.0,262283,2711884886.18,1.62,-1.77,-1.86,0.68
2026-01-22,000858,103.07,102.76,103.72,102.61,186915,1926511774.17,1.08,-0.28,-0.29,0.48
2026-01-23,000858,102.8,102.99,103.71,102.7,214559,2214166356.93,0.98,0.22,0.23,0.55
2026-01-26,000858,102.96,102.34,103.5,101.06,312961,3203042467.48,2.37,-0.63,-0.65,0.81
2026-01-27,000858,102.12,101.02,102.33,101.02,225287,2283721967.52,1.28,-1.29,-1.32,0.58
2026-01-28,000858,101.03,100.7,101.85,100.63,266767,2696600350.89,1.21,-0.32,-0.32,0.69
2026-01-29,000858,100.7,110.77,110.77,100.5,986604,10450873885.52,10.2,10.0,10.07,2.54
2026-01-30,000858,110.77,105.0,110.78,105.0,668171,7156298338.79,5.22,-5.21,-5.77,1.72
2026-02-02,000858,105.08,107.29,110.76,105.08,531977,5754087576.64,5.41,2.18,2.29,1.37
2026-02-03,000858,107.08,107.28,108.78,106.6,331643,3556634123.24,2.03,-0.01,-0.01,0.85
2026-02-04,000858,106.5,108.52,109.41,106.28,378917,4088740226.48,2.92,1.16,1.24,0.98
2026-02-05,000858,107.9,108.89,110.55,107.66,372846,4071834696.1,2.66,0.34,0.37,0.96
2026-02-06,000858,108.9,107.0,109.73,106.81,276522,2975510011.68,2.68,-1.74,-1.89,0.71
2026-02-09,000858,106.8,107.36,107.69,106.47,208892,2237802124.03,1.14,0.34,0.36,0.54
2026-02-10,000858,107.18,106.5,107.18,105.79,185040,1967153218.0,1.29,-0.8,-0.86,0.48
2026-02-11,000858,106.31,106.04,106.65,105.85,114996,1219688887.85,0.75,-0.43,-0.46,0.3
2026-02-12,000858,105.9,104.62,106.11,104.4,181730,1906604083.34,1.61,-1.34,-1.42,0.47
2026-02-13,000858,104.7,106.06,106.88,104.17,241240,2557578441.15,2.59,1.38,1.44,0.62
2026-02-24,000858,108.18,105.16,109.19,105.0,210144,2233159175.11,3.95,-0.85,-0.9,0.54
2026-02-25,000858,105.0,105.17,106.11,104.87,161529,1703140852.63,1.18,0.01,0.01,0.42
2026-02-26,000858,105.0,103.88,105.33,103.6,192325,2004360013.44,1.64,-1.23,-1.29,0.5
2026-02-27,000858,103.88,104.05,104.55,103.88,119188,1242973438.5,0.64,0.16,0.17,0.31
2026-03-02,000858,103.0,103.22,104.6,102.34,204064,2106133136.07,2.17,-0.8,-0.83,0.53
2026-03-03,000858,103.01,102.55,104.38,101.9,230595,2370559086.74,2.4,-0.65,-0.67,0.59
2026-03-04,000858,102.0,101.02,102.01,100.75,183018,1850959672.31,1.23,-1.49,-1.53,0.47
2026-03-05,000858,101.62,101.45,101.97,101.15,100521,1020367656.2,0.81,0.43,0.43,0.26
2026-03-06,000858,101.34,102.4,102.49,101.05,112916,1150357291.89,1.42,0.94,0.95,0.29
2026-03-09,000858,101.32,101.52,102.6,101.27,177781,1811068890.67,1.3,-0.86,-0.88,0.46
2026-03-10,000858,101.88,102.05,102.39,101.76,111694,1139370871.52,0.62,0.52,0.53,0.29
2026-03-11,000858,102.05,102.18,102.35,101.59,107801,1099529974.19,0.74,0.13,0.13,0.28
2026-03-12,000858,102.0,102.27,102.73,101.6,116614,1189182247.4,1.11,0.09,0.09,0.3
2026-03-13,000858,102.06,102.95,103.66,101.85,153187,1577733442.95,1.77,0.66,0.68,0.39
2026-03-16,000858,102.8,104.54,105.31,102.7,203049,2119088706.0,2.54,1.54,1.59,0.52
2026-03-17,000858,104.54,104.79,105.82,104.0,177702,1867733131.75,1.74,0.24,0.25,0.46
2026-03-18,000858,104.79,103.72,104.99,103.4,117209,1217253899.66,1.52,-1.02,-1.07,0.3
2026-03-19,000858,103.01,102.53,103.41,102.51,114373,1176973860.48,0.87,-1.15,-1.19,0.29
2026-03-20,000858,102.53,102.4,103.18,101.9,102865,1053023021.84,1.25,-0.13,-0.13,0.27
2026-03-23,000858,101.4,100.23,101.78,100.04,205190,2064661956.26,1.7,-2.12,-2.17,0.53
2026-03-24,000858,100.88,101.34,101.46,100.04,117508,1184095484.19,1.42,1.11,1.11,0.3
2026-03-25,000858,101.35,102.45,102.58,100.88,108590,1107451812.52,1.68,1.1,1.11,0.28
2026-03-26,000858,102.2,101.28,102.89,101.28,95924,977853749.31,1.57,-1.14,-1.17,0.25
2026-03-27,000858,100.5,102.65,102.88,100.41,102958,1052956367.65,2.44,1.35,1.37,0.27
2026-03-30,000858,101.99,103.46,103.9,101.8,124907,1286843153.03,2.05,0.79,0.81,0.32
2026-03-31,000858,105.0,103.27,105.8,103.27,178348,1865043694.12,2.45,-0.18,-0.19,0.46
2026-04-01,000858,103.97,104.39,105.18,103.39,122667,1279526789.08,1.73,1.08,1.12,0.32
2026-04-02,000858,104.0,105.0,105.26,103.88,151783,1589237202.13,1.32,0.58,0.61,0.39
2026-04-03,000858,104.97,103.49,104.97,103.29,83089,864181133.42,1.6,-1.44,-1.51,0.21
2026-04-07,000858,103.4,103.11,103.9,102.35,81548,839975542.86,1.5,-0.37,-0.38,0.21
2026-04-08,000858,103.9,104.19,104.2,103.51,97740,1016515697.76,0.67,1.05,1.08,0.25
2026-04-09,000858,103.38,102.6,103.69,102.5,98462,1012935759.78,1.14,-1.53,-1.59,0.25
2026-04-10,000858,102.61,102.07,102.95,102.0,122424,1253630005.44,0.93,-0.52,-0.53,0.32
2026-04-13,000858,101.64,102.42,102.45,101.08,122634,1247104400.52,1.34,0.34,0.35,0.32
2026-04-14,000858,102.42,103.1,103.4,101.88,120696,1238173621.19,1.48,0.66,0.68,0.31
2026-04-15,000858,102.9,103.55,103.99,102.68,115713,1196292314.27,1.27,0.44,0.45,0.3
2026-04-16,000858,103.5,103.44,104.0,103.22,90166,934168917.94,0.75,-0.11,-0.11,0.23
2026-04-17,000858,101.5,101.86,102.25,101.2,167432,1704502562.25,1.02,-1.53,-1.58,0.43
